timestamp,phase,sys_power_w,gpu0_bmc_temp_c,gpu1_bmc_temp_c,gpu2_bmc_temp_c,gpu3_bmc_temp_c,gpu4_bmc_temp_c,gpu5_bmc_temp_c,gpu6_bmc_temp_c,gpu7_bmc_temp_c
1775334604.603,init,2550,30,29,29,32,32,30,29,31
1775334606.603,warmup,2550,30,29,29,32,32,30,29,31
1775334608.603,warmup,2550,30,29,29,32,32,30,29,31
1775334610.604,warmup,2550,30,30,30,32,33,30,30,31
1775334612.604,warmup,2550,30,30,30,32,33,30,30,32
1775334614.604,warmup,2550,30,30,30,32,33,30,30,32
1775334616.604,warmup,2550,30,30,30,32,33,30,30,32
1775334618.604,warmup,2550,30,30,30,32,33,30,30,32
1775334620.604,warmup,2475,32,30,30,33,33,31,30,32
1775334622.604,warmup,2550,32,30,31,33,33,31,30,32
1775334624.604,warmup,2550,32,30,31,33,33,31,30,32
1775334626.604,warmup,2550,32,30,31,33,33,31,30,32
1775334628.604,warmup,2550,33,31,32,34,34,32,31,33
1775334630.604,warmup,2475,32,31,31,33,34,31,31,33
1775334632.604,warmup,2475,32,31,31,33,34,31,31,33
1775334634.604,warmup,2475,32,31,31,33,34,31,31,33
1775334636.605,warmup,2475,32,31,31,33,34,31,31,33
1775334638.605,warmup,3675,42,39,40,41,43,46,43,40
1775334640.605,warmup,3675,42,39,40,41,43,46,43,40
1775334642.605,warmup,3675,42,39,40,41,43,46,43,40
1775334644.605,warmup,6750,49,46,46,48,50,47,45,49
1775334646.605,warmup,6300,49,46,47,50,53,47,47,49
1775334648.605,warmup,6300,49,46,47,50,53,47,47,49
1775334650.605,warmup,6300,49,46,47,50,53,47,47,49
1775334652.605,warmup,5325,52,48,48,51,52,48,47,50
1775334654.605,warmup,5475,51,52,49,52,52,48,50,52
1775334656.605,warmup,5475,51,52,49,52,52,48,50,52
1775334658.605,steady,5475,51,52,49,52,52,48,50,52
1775334660.605,steady,6075,53,49,48,52,54,51,50,53
1775334662.606,steady,6075,53,49,48,53,54,50,49,55
1775334664.978,steady,6375,54,50,50,55,58,50,49,55
1775334666.978,steady,6375,54,50,50,55,58,50,49,55
1775334668.978,steady,6375,54,50,50,55,58,50,49,55
1775334670.978,steady,6225,55,53,49,54,56,50,51,56
1775334672.978,steady,6075,56,51,50,56,57,52,51,58
1775334674.978,steady,6075,56,51,50,56,57,52,51,58
1775334676.979,steady,6075,56,51,50,56,57,52,51,58
1775334678.979,steady,4950,59,52,52,58,59,54,51,58
1775334680.979,steady,5025,59,53,52,59,60,54,53,59
1775334682.979,steady,5025,59,53,52,59,60,54,53,59
1775334684.979,steady,5025,59,53,52,59,60,54,53,59
1775334686.979,steady,4200,61,54,53,61,62,55,54,61
1775334688.979,steady,5775,60,53,53,61,61,54,54,61
1775334690.979,steady,4875,61,53,52,61,62,53,52,58
1775334692.979,steady,4875,61,53,52,61,62,53,52,58
1775334694.979,steady,4875,61,53,52,61,62,53,52,58
1775334696.979,steady,5100,62,54,53,62,64,55,54,62
1775334698.979,steady,5100,62,54,53,62,64,55,54,62
1775334700.979,steady,5100,62,54,53,62,64,55,54,62
1775334702.980,steady,5100,62,54,53,62,64,55,54,62
1775334704.980,steady,5100,62,54,53,62,64,55,54,62
1775334706.980,steady,5100,62,54,53,62,64,55,54,62
1775334708.980,steady,6750,63,56,53,64,65,56,54,64
1775334710.980,steady,6450,64,57,55,65,66,56,54,64
1775334712.980,steady,6450,64,57,55,65,66,56,54,64
1775334714.980,steady,6450,64,57,55,65,66,56,54,64
1775334716.980,steady,6150,61,52,51,62,64,53,52,62
1775334718.980,steady,6975,63,54,53,64,67,56,54,64
1775334720.980,steady,6000,65,56,53,66,67,56,54,65
1775334722.980,steady,6000,65,56,53,66,67,56,54,65
1775334724.981,steady,6000,65,56,53,66,67,56,54,65
1775334726.981,steady,6600,64,55,54,66,68,55,53,66
1775334728.981,steady,7125,65,56,53,66,68,56,55,65
1775334730.981,steady,7125,65,56,53,66,68,56,55,65
1775334732.981,steady,7125,65,56,53,66,68,56,55,65
1775334734.981,steady,6975,65,55,53,67,68,56,53,67
1775334736.981,steady,7425,64,54,53,65,66,55,53,65
1775334738.981,steady,7425,64,54,53,65,66,55,53,65
1775334740.981,steady,7425,64,54,53,65,66,55,53,65
1775334742.981,steady,6600,66,55,54,67,68,56,54,66
1775334744.981,steady,4875,66,55,54,67,68,56,54,66
1775334746.981,steady,7200,64,53,53,65,68,53,53,64
