timestamp,phase,sys_power_w,gpu0_bmc_temp_c,gpu1_bmc_temp_c,gpu2_bmc_temp_c,gpu3_bmc_temp_c,gpu4_bmc_temp_c,gpu5_bmc_temp_c,gpu6_bmc_temp_c,gpu7_bmc_temp_c
1775287994.329,init,2100,31,30,29,31,32,29,30,31
1775287996.329,warmup,2100,31,30,29,31,32,29,30,31
1775287998.329,warmup,2100,31,30,29,31,32,29,30,31
1775288000.329,warmup,2100,31,30,29,31,32,29,30,31
1775288002.330,warmup,2625,31,31,30,33,33,30,31,33
1775288004.330,warmup,2625,31,31,30,33,33,30,31,33
1775288006.330,warmup,2625,31,31,30,33,33,30,31,33
1775288008.330,warmup,2625,31,31,30,33,33,30,31,33
1775288010.330,warmup,2625,31,31,31,33,33,30,31,33
1775288012.330,warmup,2625,31,31,31,33,33,30,31,33
1775288014.330,warmup,2625,31,31,31,33,33,30,31,33
1775288016.330,warmup,2550,32,31,30,33,33,30,31,33
1775288018.330,warmup,2550,32,31,30,33,33,30,31,33
1775288020.331,warmup,2550,32,31,30,33,33,30,31,33
1775288022.331,warmup,2550,32,30,30,33,33,30,30,33
1775288024.331,warmup,5850,45,44,43,46,46,44,44,46
1775288026.331,warmup,5850,45,44,43,46,46,44,44,46
1775288028.331,warmup,5850,45,44,43,46,46,44,44,46
1775288030.331,warmup,5325,49,48,47,53,53,49,49,52
1775288032.331,warmup,7950,49,47,46,51,51,46,46,49
1775288034.331,warmup,7950,49,47,46,51,51,46,46,49
1775288036.331,warmup,6075,51,48,47,56,54,46,51,49
1775288038.331,warmup,6075,51,48,47,56,54,46,51,49
1775288040.331,warmup,6075,51,48,47,56,54,46,51,49
1775288042.331,warmup,6075,51,48,47,56,54,46,51,49
1775288044.332,warmup,6225,56,54,52,60,60,55,54,57
1775288046.332,steady,6225,56,54,52,60,60,55,54,57
1775288048.332,steady,6150,56,54,51,60,59,54,54,57
1775288050.332,steady,6150,56,54,51,60,59,54,54,57
1775288052.332,steady,6150,56,54,51,60,59,54,54,57
1775288054.332,steady,5550,58,55,53,62,62,55,55,60
1775288056.332,steady,8325,57,53,52,61,57,50,56,55
1775288058.332,steady,8325,57,53,52,61,57,50,56,55
1775288060.332,steady,8325,57,53,52,61,57,50,56,55
1775288062.332,steady,8325,57,53,52,61,57,50,56,55
1775288064.332,steady,8025,59,56,49,64,64,56,56,61
1775288066.333,steady,8025,59,56,49,64,64,56,56,61
1775288068.333,steady,8025,59,56,49,64,64,56,56,61
1775288070.333,steady,5325,60,54,52,65,65,56,56,61
1775288072.333,steady,7800,59,53,51,61,67,51,51,57
1775288074.333,steady,7800,59,53,51,61,67,51,51,57
1775288076.333,steady,7425,59,53,51,64,65,55,55,61
1775288078.333,steady,7425,59,53,51,64,65,55,55,61
1775288080.333,steady,7425,59,53,51,64,65,55,55,61
1775288082.333,steady,5475,64,58,55,68,68,58,57,65
1775288084.333,steady,5550,65,58,55,68,68,58,58,66
1775288086.333,steady,5550,65,58,55,68,68,58,58,66
1775288088.333,steady,5550,65,58,55,68,68,58,58,66
1775288090.334,steady,5475,64,57,54,68,68,57,53,62
1775288092.334,steady,5325,64,57,54,69,65,57,57,62
1775288094.334,steady,6225,61,56,52,69,66,55,58,66
1775288096.334,steady,6225,61,56,52,69,66,55,58,66
1775288098.334,steady,6225,61,56,52,69,66,55,58,66
1775288100.334,steady,7050,65,58,55,69,69,59,58,66
1775288102.334,steady,7800,64,58,51,67,69,56,57,62
1775288104.334,steady,7800,64,58,52,71,70,55,57,64
1775288106.334,steady,7800,64,58,52,71,70,55,57,64
1775288108.334,steady,7800,64,58,52,71,70,55,57,64
1775288110.334,steady,5475,65,57,55,70,70,58,58,67
1775288112.334,steady,5475,65,57,55,70,70,58,58,67
1775288114.334,steady,5475,65,57,55,70,70,58,58,67
1775288116.334,steady,5625,66,60,56,72,71,60,59,68
1775288118.335,steady,7800,63,58,52,70,67,61,57,64
1775288120.335,steady,7800,63,58,52,70,67,61,57,64
1775288122.335,steady,7800,63,58,52,70,67,61,57,64
1775288124.335,steady,7800,63,58,52,70,67,61,57,64
1775288126.335,steady,7800,63,58,52,70,67,61,57,64
1775288128.335,steady,7800,63,58,52,70,67,61,57,64
1775288130.335,steady,5625,67,60,56,73,72,60,60,69
1775288132.335,steady,5625,67,60,56,73,72,60,60,69
1775288134.335,steady,7650,67,60,56,72,74,59,58,68
1775288136.335,steady,7650,67,60,56,72,74,59,58,68
1775288138.335,steady,7650,67,60,56,72,74,59,58,68
1775288140.335,steady,7650,67,60,56,72,74,59,58,68
1775288142.335,steady,7650,67,60,56,72,74,59,58,68
1775288144.336,steady,7650,67,60,56,72,74,59,58,68
1775288146.336,steady,5850,65,58,54,73,68,55,59,64
1775288148.336,steady,6000,61,57,50,68,70,59,59,63
1775288150.336,steady,7875,62,58,52,71,70,59,59,63
1775288152.336,steady,7875,62,58,52,71,70,59,59,63
1775288154.336,steady,8625,67,58,52,70,71,56,55,64
1775288156.336,steady,5400,62,54,50,72,72,58,56,66
1775288158.336,steady,5400,62,54,50,72,72,58,56,66
1775288160.336,steady,5400,62,54,50,72,72,58,56,66
1775288162.336,steady,5400,62,54,50,72,72,58,56,66
1775288164.336,steady,5400,62,54,50,72,72,58,56,66
1775288166.336,steady,5400,62,54,50,72,72,58,56,66
1775288168.336,steady,5400,62,54,50,72,72,58,56,66
1775288170.337,steady,5400,62,54,50,72,72,58,56,66
1775288172.337,steady,8625,67,59,55,73,72,60,59,67
1775288174.337,steady,8625,67,59,55,73,72,60,59,67
1775288176.337,steady,8400,67,59,53,74,71,56,55,64
1775288178.337,steady,8400,67,59,53,74,71,56,55,64
1775288180.337,steady,8400,67,59,53,74,71,56,55,64
1775288182.337,steady,8400,67,59,53,74,71,56,55,64
1775288184.337,steady,8400,67,59,53,74,71,56,55,64
1775288186.337,steady,6600,63,57,53,70,69,57,56,65
1775288188.337,steady,8325,64,56,56,70,68,57,60,66
1775288190.337,steady,8325,64,56,56,70,68,57,60,66
1775288192.337,steady,8325,64,56,56,70,68,57,60,66
1775288194.337,steady,8400,67,58,51,73,69,54,57,63
1775288196.338,steady,5850,67,61,57,74,73,61,60,69
1775288198.338,steady,5850,67,61,57,74,73,61,60,69
1775288200.338,steady,5850,67,61,57,74,73,61,60,69
1775288202.338,steady,7425,63,55,50,73,73,55,52,66
1775288204.338,steady,7425,63,55,50,73,73,55,52,66
1775288206.338,steady,7425,63,55,50,73,73,55,52,66
1775288208.338,steady,7425,63,55,50,73,73,55,52,66
1775288210.338,steady,7425,63,55,50,73,73,55,52,66
1775288212.338,steady,7425,63,55,50,73,73,55,52,66
1775288214.338,steady,5850,66,59,57,73,68,55,59,70
1775288216.338,steady,8400,62,55,52,73,68,55,56,65
1775288218.338,steady,8400,62,55,52,73,68,55,56,65
