timestamp,phase,sys_power_w,gpu0_bmc_temp_c,gpu1_bmc_temp_c,gpu2_bmc_temp_c,gpu3_bmc_temp_c,gpu4_bmc_temp_c,gpu5_bmc_temp_c,gpu6_bmc_temp_c,gpu7_bmc_temp_c
1775335041.951,init,2775,33,32,32,34,34,31,32,34
1775335043.951,warmup,2775,33,32,32,34,34,31,32,34
1775335045.951,warmup,2775,33,32,32,34,34,31,32,34
1775335047.952,warmup,2775,33,32,32,34,34,31,32,34
1775335049.952,warmup,2775,33,32,32,35,35,32,32,34
1775335051.952,warmup,2775,33,32,32,35,35,32,32,35
1775335053.952,warmup,2775,33,32,32,35,35,32,32,35
1775335055.952,warmup,2775,33,32,32,35,35,32,32,35
1775335057.952,warmup,2775,34,32,32,35,35,32,32,35
1775335059.952,warmup,3675,36,35,34,37,35,34,34,36
1775335061.952,warmup,3300,35,34,34,36,36,34,34,36
1775335063.952,warmup,3300,35,34,34,36,36,34,34,36
1775335065.952,warmup,3300,35,34,34,36,36,34,34,36
1775335067.952,warmup,7875,51,52,51,56,55,52,51,56
1775335069.953,warmup,7800,54,54,52,59,58,55,53,58
1775335071.953,warmup,7800,54,54,52,59,58,55,53,58
1775335073.953,warmup,7800,54,54,52,59,58,55,53,58
1775335075.953,warmup,7800,54,54,52,59,58,55,53,58
1775335077.953,warmup,7800,54,54,52,59,58,55,53,58
1775335079.953,warmup,7800,54,54,52,59,58,55,53,58
1775335081.953,warmup,7800,54,54,52,59,58,55,53,58
1775335083.953,warmup,7800,54,54,52,59,58,55,53,58
1775335085.953,warmup,7800,54,54,52,59,58,55,53,58
1775335087.953,warmup,7875,63,60,59,67,67,61,59,66
1775335089.953,warmup,7875,64,61,60,69,68,61,60,68
1775335091.953,warmup,7875,64,61,60,69,68,61,60,68
1775335093.954,steady,7725,65,62,60,69,68,62,60,69
1775335095.954,steady,7725,65,62,60,69,68,62,60,69
1775335097.954,steady,7875,66,62,60,70,70,63,60,70
1775335099.954,steady,7875,66,62,60,70,70,63,60,70
1775335101.954,steady,7875,66,62,60,70,70,63,60,70
1775335103.954,steady,7875,67,62,61,72,71,63,61,71
1775335105.954,steady,7875,67,62,61,72,71,63,61,71
1775335107.954,steady,7875,68,61,59,70,69,60,59,70
1775335109.954,steady,7875,68,61,59,70,69,60,59,70
1775335111.954,steady,7875,68,61,59,70,69,60,59,70
1775335113.954,steady,7875,68,61,59,70,69,60,59,70
1775335115.954,steady,7875,68,61,59,70,69,60,59,70
1775335117.955,steady,7875,68,61,59,70,69,60,59,70
1775335119.955,steady,8100,70,64,62,75,74,64,62,74
1775335121.955,steady,8025,70,63,62,74,74,63,62,74
1775335123.955,steady,8025,70,63,62,74,74,63,62,74
1775335125.955,steady,8025,70,63,62,74,74,63,62,74
1775335127.955,steady,8100,70,64,61,75,74,63,61,74
1775335129.955,steady,8175,71,64,62,75,75,64,61,74
1775335131.955,steady,8175,70,63,61,74,74,63,61,73
1775335133.955,steady,8175,70,63,61,74,74,63,61,73
1775335135.955,steady,8175,70,63,61,74,74,63,61,73
1775335137.956,steady,8175,70,63,61,74,74,63,61,73
1775335139.956,steady,8175,70,63,61,74,74,63,61,73
1775335141.956,steady,8100,72,64,62,75,75,64,61,74
1775335143.956,steady,8025,71,64,62,75,75,64,61,75
1775335145.956,steady,8025,71,64,62,75,75,64,61,75
1775335147.956,steady,8025,71,64,62,75,75,64,61,75
1775335149.956,steady,8175,71,63,61,75,74,62,60,73
1775335151.956,steady,8100,71,63,62,75,75,64,62,74
1775335153.956,steady,8250,70,63,61,75,75,63,61,74
1775335155.956,steady,8250,70,63,61,75,75,63,61,74
1775335157.956,steady,8250,70,63,61,75,75,63,61,74
1775335159.957,steady,8250,70,63,61,75,75,63,61,74
1775335161.957,steady,8250,70,63,61,75,75,63,61,74
1775335163.957,steady,8250,70,63,61,75,75,63,61,74
1775335165.957,steady,8250,70,63,61,75,75,63,61,74
1775335167.957,steady,8250,70,63,61,75,74,63,61,73
1775335169.957,steady,8250,70,63,61,75,74,63,61,73
1775335171.957,steady,8250,70,63,61,75,74,63,61,73
1775335173.957,steady,8250,70,63,61,75,74,63,61,73
1775335175.957,steady,8250,70,63,61,75,74,63,61,73
1775335177.957,steady,8250,70,63,61,75,74,63,61,73
1775335179.957,steady,8250,70,63,61,75,74,63,61,73
1775335181.957,steady,8250,70,63,61,75,74,63,61,73
1775335183.958,steady,8250,70,63,61,75,74,63,61,73
1775335185.958,steady,8175,70,63,61,75,74,63,60,74
1775335187.958,steady,8175,70,63,61,75,74,63,60,74
1775335189.958,steady,8175,70,63,61,75,74,63,60,74
1775335191.958,steady,8100,71,63,61,75,74,63,61,73
1775335193.958,steady,8175,70,62,61,74,74,64,61,73
1775335195.958,steady,8175,70,62,61,74,74,64,61,73
