timestamp,phase,gpu,gpu_model,power_w,temp_c,mem_used_mib,mem_total_mib,gpu_util_pct,mem_util_pct,sm_active,tensor_active,dram_active,fp16_active,pcie_tx_bytes_s,pcie_rx_bytes_s,nvlink_tx_bytes_s,nvlink_rx_bytes_s,throttle_reasons,energy_mj
1775006190.174,init,0,NVIDIA H100 80GB HBM3,73.2,39,3,81559,0,0,0.000000,0.000000,0.000005,0.000000,691833,592251,0,0,1,236748496900
1775006190.174,init,1,NVIDIA H100 80GB HBM3,123.8,34,531,81559,0,0,0.000000,0.000000,0.000006,0.000000,948802,849204,0,0,0,230063584400
1775006190.174,init,2,NVIDIA H100 80GB HBM3,116.1,34,1241,81559,0,0,0.000000,0.000000,0.000006,0.000000,854445,754847,0,0,0,229162484982
1775006190.174,init,3,NVIDIA H100 80GB HBM3,123.7,39,531,81559,0,0,0.000000,0.000000,0.000006,0.000000,655246,550409,0,0,0,233437893411
1775006190.174,init,4,NVIDIA H100 80GB HBM3,127.4,41,531,81559,0,0,0.000000,0.000000,0.000006,0.000000,1446773,1137499,0,0,0,228453478685
1775006190.174,init,5,NVIDIA H100 80GB HBM3,122.6,34,531,81559,0,0,0.000000,0.000000,0.000006,0.000000,639515,539918,0,0,0,224868432006
1775006190.174,init,6,NVIDIA H100 80GB HBM3,124.1,41,531,81559,0,0,0.000000,0.000000,0.000006,0.000000,1352477,1258118,0,0,0,224991398294
1775006190.174,init,7,NVIDIA H100 80GB HBM3,118.1,34,531,81559,1,0,0.000000,0.000000,0.000007,0.000000,639530,534689,0,0,0,223878247469
1775006190.274,warmup,0,NVIDIA H100 80GB HBM3,73.2,39,3,81559,0,0,0.000000,0.000000,0.000005,0.000000,697039,597462,0,0,1,236748504205
1775006190.274,warmup,1,NVIDIA H100 80GB HBM3,123.4,34,531,81559,0,0,0.000000,0.000000,0.000006,0.000000,670965,566126,0,0,0,230063596544
1775006190.274,warmup,2,NVIDIA H100 80GB HBM3,116.1,34,1241,81559,0,0,0.000000,0.000000,0.000006,0.000000,649992,550397,0,0,0,229162496572
1775006190.274,warmup,3,NVIDIA H100 80GB HBM3,123.3,39,531,81559,0,0,0.000000,0.000000,0.000006,0.000000,655249,550409,0,0,0,233437905582
1775006190.274,warmup,4,NVIDIA H100 80GB HBM3,127.1,41,531,81559,0,0,0.000000,0.000000,0.000006,0.000000,644761,545164,0,0,0,228453478685
1775006190.274,warmup,5,NVIDIA H100 80GB HBM3,123.5,34,531,81559,0,0,0.000000,0.000000,0.000005,0.000000,644763,539924,0,0,0,224868456233
1775006190.274,warmup,6,NVIDIA H100 80GB HBM3,123.6,41,531,81559,0,0,0.000000,0.000000,0.000006,0.000000,644746,539910,0,0,0,224991410506
1775006190.274,warmup,7,NVIDIA H100 80GB HBM3,120.7,34,531,81559,0,0,0.000000,0.000000,0.000005,0.000000,634274,534677,0,0,0,223878259326
1775006190.374,warmup,0,NVIDIA H100 80GB HBM3,73.1,39,3,81559,0,0,0.000000,0.000000,0.000006,0.000000,691813,576511,0,0,1,236748511492
1775006190.374,warmup,1,NVIDIA H100 80GB HBM3,122.9,34,531,81559,0,0,0.000000,0.000000,0.000006,0.000000,644758,545161,0,0,0,230063608689
