timestamp,phase,sys_power_w,gpu0_bmc_temp_c,gpu1_bmc_temp_c,gpu2_bmc_temp_c,gpu3_bmc_temp_c,gpu4_bmc_temp_c,gpu5_bmc_temp_c,gpu6_bmc_temp_c,gpu7_bmc_temp_c
1775333004.743,init,2550,30,30,30,32,32,30,30,32
1775333006.743,warmup,2625,30,30,30,32,33,30,30,32
1775333008.743,warmup,2625,30,30,30,32,33,30,30,32
1775333010.744,warmup,2700,30,30,30,32,33,30,30,32
1775333012.744,warmup,2700,30,30,30,32,33,30,30,32
1775333014.744,warmup,2700,30,30,30,32,33,30,30,32
1775333016.744,warmup,2550,31,30,30,33,33,30,30,32
1775333018.744,warmup,2550,32,30,30,33,33,30,30,33
1775333020.744,warmup,3750,41,40,39,42,42,40,39,42
1775333022.744,warmup,3750,41,40,39,42,42,40,39,42
1775333024.744,warmup,3750,41,40,39,42,42,40,39,42
1775333026.744,warmup,3750,41,40,39,42,42,40,39,42
1775333028.744,warmup,3750,41,40,39,42,42,40,39,42
1775333030.744,warmup,6825,47,45,44,49,49,45,44,48
1775333032.744,warmup,6825,47,45,44,49,49,45,44,48
1775333034.745,warmup,6825,47,45,44,49,49,45,44,48
1775333036.745,warmup,6825,47,45,44,49,49,45,44,48
1775333038.745,warmup,6600,48,46,45,50,51,46,45,50
1775333040.745,warmup,6600,48,46,45,50,51,46,45,50
1775333042.745,warmup,6900,50,48,47,53,53,48,48,54
1775333044.745,warmup,4875,51,48,47,53,54,48,48,53
1775333046.745,warmup,6375,50,47,46,52,53,47,47,53
1775333048.745,steady,6375,50,47,46,52,53,47,47,53
1775333050.745,steady,6375,50,47,46,52,53,47,47,53
1775333052.745,steady,6675,51,48,47,54,54,49,48,54
1775333054.745,steady,6675,51,48,47,54,54,49,48,54
1775333056.745,steady,6675,51,48,47,54,54,49,48,54
1775333058.746,steady,6675,51,48,47,54,54,49,48,54
1775333060.746,steady,6675,51,48,47,54,54,49,48,54
1775333062.746,steady,6675,51,48,47,54,54,49,48,54
1775333064.746,steady,6750,54,49,49,59,56,49,48,56
1775333066.746,steady,6750,54,49,49,59,56,49,48,56
1775333068.746,steady,6750,54,49,49,59,56,49,48,56
1775333070.746,steady,4425,55,51,50,59,59,51,50,58
1775333072.746,steady,4425,55,51,50,59,59,51,50,58
1775333074.746,steady,4425,55,51,50,59,59,51,50,58
1775333076.746,steady,4425,55,51,50,59,59,51,50,58
1775333078.747,steady,3375,56,51,50,59,60,51,51,60
1775333080.747,steady,6675,56,50,49,59,59,50,49,58
1775333082.747,steady,6675,56,50,49,59,59,50,49,58
1775333084.747,steady,6675,56,50,49,59,59,50,49,58
1775333086.747,steady,6675,56,50,49,59,59,50,49,58
1775333088.747,steady,6375,57,51,50,60,60,51,50,59
1775333090.747,steady,6375,57,51,50,60,60,51,50,59
1775333092.747,steady,6075,58,52,51,62,61,52,51,61
1775333094.747,steady,3075,60,53,51,62,62,53,52,61
