timestamp,phase,sys_power_w,gpu0_bmc_temp_c,gpu1_bmc_temp_c,gpu2_bmc_temp_c,gpu3_bmc_temp_c,gpu4_bmc_temp_c,gpu5_bmc_temp_c,gpu6_bmc_temp_c,gpu7_bmc_temp_c
1775333004.330,init,2250,31,29,29,32,33,29,29,32
1775333006.331,warmup,2625,31,30,30,33,34,31,30,33
1775333008.632,warmup,2550,31,30,30,33,34,31,31,33
1775333010.632,warmup,2550,31,30,30,33,34,31,31,33
1775333012.632,warmup,2550,31,30,30,33,34,31,31,33
1775333014.632,warmup,2550,31,30,30,33,34,31,31,33
1775333016.633,warmup,2550,33,30,30,33,35,31,31,33
1775333018.633,warmup,2850,33,30,30,34,35,31,31,33
1775333020.633,warmup,2850,33,30,30,34,35,31,31,33
1775333022.633,warmup,2850,33,30,30,34,35,31,31,33
1775333024.633,warmup,3525,46,41,41,44,47,43,42,45
1775333026.633,warmup,6075,44,40,41,44,46,42,41,44
1775333028.633,warmup,6075,44,40,41,44,46,42,41,44
1775333030.633,warmup,6075,44,40,41,44,46,42,41,44
1775333032.633,warmup,4200,48,43,44,47,49,45,44,47
1775333034.633,warmup,6150,48,42,44,47,49,44,43,47
1775333036.634,warmup,6150,48,42,44,47,49,44,43,47
1775333038.634,warmup,6150,48,42,44,47,49,44,43,47
1775333040.634,warmup,6300,47,41,43,46,48,43,42,46
1775333042.634,warmup,6300,48,42,44,48,50,45,44,48
1775333044.634,warmup,3975,50,44,45,49,52,46,45,50
1775333046.634,warmup,3975,50,44,45,49,52,46,45,50
1775333048.634,steady,4200,52,45,46,51,53,47,46,51
1775333050.634,steady,3975,52,45,46,51,53,47,46,52
1775333052.634,steady,5250,53,46,47,52,54,47,45,51
1775333054.634,steady,5250,53,46,47,52,54,47,45,51
1775333056.635,steady,5250,53,46,47,52,54,47,45,51
1775333058.635,steady,5925,54,46,47,53,53,47,45,51
1775333060.635,steady,6075,52,45,46,52,54,47,45,51
1775333062.635,steady,6075,52,45,46,52,54,47,45,51
1775333064.635,steady,6075,52,45,46,52,54,47,45,51
1775333066.635,steady,6225,53,46,46,53,54,47,46,52
1775333068.635,steady,6225,53,46,46,53,54,47,46,52
1775333070.635,steady,6225,53,46,46,53,54,47,46,52
1775333072.635,steady,6225,53,46,46,53,54,47,46,52
1775333074.636,steady,4650,55,46,47,54,57,47,46,55
1775333076.636,steady,4050,56,47,48,55,57,48,47,54
1775333078.636,steady,4050,56,47,48,55,57,48,47,54
1775333080.636,steady,4050,56,47,48,55,57,48,47,54
1775333082.636,steady,5700,56,47,48,55,56,47,46,54
1775333084.636,steady,6300,56,47,47,55,57,48,46,55
1775333086.636,steady,6300,56,47,47,55,57,48,46,55
1775333088.636,steady,6300,56,47,47,55,57,48,46,55
1775333090.636,steady,5400,57,48,48,57,58,49,48,56
1775333092.636,steady,5325,57,47,48,56,58,49,48,56
1775333094.637,steady,6300,56,46,47,55,55,46,44,53
1775333096.637,steady,6300,56,46,47,55,55,46,44,53
1775333098.637,steady,6300,56,46,47,55,55,46,44,53
1775333100.637,steady,6150,57,47,48,56,58,46,44,53
1775333102.637,steady,3525,58,48,49,57,59,50,48,57
1775333104.637,steady,3525,58,48,49,57,59,50,48,57
1775333106.637,steady,3525,58,48,49,57,59,50,48,57
1775333108.637,steady,6300,53,44,45,57,58,49,47,56
1775333110.637,steady,3075,59,49,49,58,59,50,48,57
1775333112.638,steady,3075,59,49,49,58,59,50,48,57
1775333114.638,steady,3075,59,49,49,58,59,50,48,57
1775333116.638,steady,5025,58,48,49,58,60,50,49,58
1775333118.638,steady,3525,59,49,50,59,60,50,49,58
1775333120.638,steady,6000,58,48,49,58,59,50,48,58
1775333122.638,steady,6000,58,48,49,58,59,50,48,58
1775333124.638,steady,3675,59,49,50,59,60,51,49,58
1775333126.638,steady,6225,59,48,49,58,60,50,46,56
1775333128.638,steady,6375,57,46,47,56,58,48,46,56
1775333130.638,steady,6375,57,46,47,56,58,48,46,56
1775333132.639,steady,6375,57,46,47,56,58,48,46,56
1775333134.639,steady,6375,58,48,49,58,59,49,48,58
1775333136.639,steady,6375,58,48,49,58,59,49,48,58
1775333138.639,steady,6375,58,48,49,58,59,49,48,58
1775333140.639,steady,6375,58,48,49,58,59,49,48,58
1775333142.639,steady,6225,60,48,50,60,60,51,49,59
1775333144.639,steady,6225,60,48,50,60,60,51,49,59
1775333146.639,steady,6225,60,48,50,60,60,51,49,59
1775333148.639,steady,4275,60,50,50,60,61,51,49,59
1775333150.639,steady,6375,58,48,48,58,59,50,48,58
1775333152.640,steady,6375,58,48,48,58,59,50,48,58
1775333154.640,steady,6375,58,48,48,58,59,50,48,58
1775333156.640,steady,6225,60,50,50,60,60,50,49,59
1775333158.640,steady,5700,61,50,51,60,61,51,50,60
1775333160.712,steady,5700,61,50,51,60,61,51,50,60
1775333162.712,steady,5700,61,50,51,60,61,51,50,60
1775333164.712,steady,5700,61,50,51,60,61,51,50,60
1775333166.712,steady,4500,61,50,51,61,62,52,50,59
1775333168.713,steady,4200,61,50,51,61,62,52,50,60
1775333170.713,steady,4200,61,50,51,61,62,52,50,60
1775333172.713,steady,4200,61,50,51,61,62,52,50,60
1775333174.713,steady,5625,61,50,51,61,62,52,50,60
1775333176.713,steady,4575,61,50,51,60,61,51,49,59
1775333178.713,steady,4575,61,50,51,60,61,51,49,59
1775333180.713,steady,4575,61,50,51,60,61,51,49,59
1775333182.713,steady,6450,57,47,48,57,60,51,49,58
1775333184.713,steady,4725,61,50,51,60,61,51,50,60
1775333186.713,steady,4275,61,50,51,61,62,52,50,60
1775333188.713,steady,4275,61,50,51,61,62,52,50,60
1775333190.714,steady,6450,60,49,49,59,60,50,47,57
1775333192.714,steady,4725,62,50,51,61,62,52,50,60
1775333194.714,steady,5925,61,50,51,61,62,51,49,59
1775333196.714,steady,5925,61,50,51,61,62,51,49,59
1775333198.714,steady,5925,61,50,51,61,62,51,49,59
1775333200.714,steady,5700,60,49,50,60,61,52,50,60
1775333202.714,steady,5700,60,49,50,60,61,52,50,60
1775333204.714,steady,3900,62,50,51,60,62,52,50,60
1775333206.714,steady,3900,62,50,51,60,62,52,50,60
1775333208.714,steady,3900,62,50,51,60,62,52,50,60
1775333210.715,steady,4275,61,50,51,61,62,52,50,60
1775333212.715,steady,5775,61,50,51,61,62,52,50,60
1775333214.715,steady,5025,61,50,51,61,62,52,51,61
1775333216.715,steady,5025,61,50,51,61,62,52,51,61
1775333218.715,steady,5025,61,50,51,61,62,52,51,61
1775333220.715,steady,6150,61,49,50,60,61,51,49,59
1775333222.715,steady,6525,59,48,49,59,61,51,49,59
1775333224.715,steady,6525,59,48,49,59,61,51,49,59
1775333226.715,steady,6525,59,48,49,59,61,51,49,59
1775333228.715,steady,6150,60,48,48,58,60,49,50,60
1775333230.716,steady,6600,60,48,49,59,61,51,49,59
1775333232.716,steady,4650,61,50,50,61,62,52,50,60
1775333234.716,steady,4650,61,50,50,61,62,52,50,60
1775333236.716,steady,5025,60,49,50,59,61,51,49,59
1775333238.716,steady,5625,61,49,50,60,62,52,50,59
1775333240.716,steady,5100,61,50,51,61,62,51,49,59
1775333242.716,steady,5100,61,50,51,61,62,51,49,59
