timestamp,phase,sys_power_w,gpu0_bmc_temp_c,gpu1_bmc_temp_c,gpu2_bmc_temp_c,gpu3_bmc_temp_c,gpu4_bmc_temp_c,gpu5_bmc_temp_c,gpu6_bmc_temp_c,gpu7_bmc_temp_c
1775334604.869,init,2100,29,29,28,30,30,28,29,31
1775334606.869,warmup,2100,29,29,28,30,30,28,29,31
1775334608.869,warmup,2625,29,30,30,32,32,30,30,31
1775334610.869,warmup,2625,30,30,30,32,32,30,30,31
1775334612.869,warmup,2625,30,30,30,32,32,30,30,31
1775334614.869,warmup,2625,30,30,30,32,32,30,30,31
1775334616.869,warmup,2550,30,31,31,32,32,30,31,32
1775334618.869,warmup,2775,31,31,31,32,32,31,31,32
1775334620.869,warmup,2550,31,31,31,32,32,31,31,32
1775334622.870,warmup,2550,31,31,31,32,32,31,31,32
1775334624.870,warmup,2550,31,31,31,32,32,31,31,32
1775334626.870,warmup,2475,32,31,31,33,33,31,31,32
1775334628.870,warmup,2625,32,32,32,33,33,31,32,33
1775334630.870,warmup,2625,32,32,32,33,33,31,32,33
1775334632.870,warmup,2625,32,32,32,33,33,31,32,33
1775334634.870,warmup,2550,32,32,31,33,33,31,31,33
1775334636.870,warmup,2550,32,32,31,33,33,31,31,33
1775334638.870,warmup,2550,32,32,31,33,33,31,31,33
1775334640.870,warmup,6150,45,45,44,47,47,44,44,46
1775334642.870,warmup,6075,44,46,43,46,46,44,44,47
1775334644.870,warmup,6375,44,46,43,46,46,44,44,47
1775334646.870,warmup,6375,44,46,43,46,46,44,44,47
1775334648.871,warmup,6300,46,46,45,49,49,46,46,49
1775334650.871,warmup,3975,48,48,46,51,50,48,48,51
1775334652.871,warmup,5550,48,48,46,51,51,48,47,50
1775334654.871,warmup,5550,48,48,46,51,51,48,47,50
1775334656.871,warmup,5550,48,48,46,51,51,48,47,50
1775334658.871,steady,4725,49,50,46,52,51,50,49,53
1775334660.871,steady,6225,49,50,47,53,55,47,47,52
1775334662.871,steady,6225,49,50,47,53,55,47,47,52
1775334664.871,steady,6225,49,50,47,53,55,47,47,52
1775334666.871,steady,5250,51,51,48,55,55,50,50,55
1775334668.871,steady,5250,51,51,48,55,55,50,50,55
1775334670.871,steady,5250,51,51,48,55,55,50,50,55
1775334672.872,steady,5250,51,51,48,55,55,50,50,55
1775334674.872,steady,5250,51,51,48,55,55,50,50,55
1775334676.872,steady,4650,55,53,50,59,58,53,52,58
1775334678.872,steady,4650,55,53,50,59,58,53,52,58
1775334680.872,steady,4650,55,53,50,59,58,53,52,58
1775334682.872,steady,4875,55,52,50,59,58,51,51,58
1775334684.872,steady,4875,55,52,50,59,58,51,51,58
1775334686.872,steady,5925,54,53,49,59,57,52,51,60
1775334688.872,steady,5925,54,53,49,59,57,52,51,60
1775334690.872,steady,5925,54,53,49,59,57,52,51,60
1775334692.872,steady,6675,55,53,50,60,60,52,51,59
1775334694.872,steady,6675,55,53,50,60,60,52,51,59
1775334696.872,steady,6675,55,53,50,60,60,52,51,59
1775334698.873,steady,6675,55,53,50,60,60,52,51,59
1775334700.873,steady,6675,55,53,50,60,60,52,51,59
1775334702.873,steady,6675,55,53,50,60,60,52,51,59
1775334708.329,steady,6675,55,53,50,60,60,52,51,59
1775334710.329,steady,6675,55,53,50,60,60,52,51,59
1775334712.329,steady,6675,55,53,50,60,60,52,51,59
1775334714.330,steady,6675,55,53,50,60,60,52,51,59
1775334716.330,steady,6675,55,53,50,60,60,52,51,59
1775334718.330,steady,5850,55,49,50,64,63,54,51,61
1775334720.330,steady,4575,59,54,52,64,63,53,53,63
1775334722.330,steady,4575,59,54,52,64,63,53,53,63
1775334724.330,steady,4575,59,54,52,64,63,53,53,63
1775334726.330,steady,5325,60,55,52,65,64,54,53,64
1775334728.330,steady,5325,60,55,52,65,64,54,53,64
1775334730.330,steady,5325,60,55,52,65,64,54,53,64
1775334732.330,steady,5325,60,55,52,65,64,54,53,64
1775334734.330,steady,5325,60,55,52,65,64,54,53,64
1775334736.330,steady,5325,60,55,52,65,64,54,53,64
1775334738.331,steady,5325,60,55,52,65,64,54,53,64
1775334740.331,steady,4875,61,56,52,65,65,53,53,64
1775334742.331,steady,4875,61,56,52,65,65,53,53,64
1775334744.331,steady,6075,60,55,51,66,65,53,52,64
1775334746.331,steady,6075,60,55,51,66,65,53,52,64
1775334748.331,steady,6075,60,55,51,66,65,53,52,64
1775334750.331,steady,4125,61,54,52,66,66,54,53,64
1775334752.331,steady,5550,58,51,49,62,62,51,50,61
1775334754.331,steady,5550,58,51,49,62,62,51,50,61
1775334756.331,steady,5550,58,51,49,62,62,51,50,61
1775334758.331,steady,5550,58,51,49,62,62,51,50,61
1775334760.332,steady,5550,58,51,49,62,62,51,50,61
1775334762.332,steady,6225,61,54,51,67,64,53,51,63
1775334764.332,steady,6225,61,54,51,67,64,53,51,63
1775334766.332,steady,6225,61,54,51,67,64,53,51,63
1775334768.332,steady,6225,61,54,51,67,64,53,51,63
1775334770.332,steady,6225,61,54,51,67,64,53,51,63
1775334772.332,steady,6225,61,54,51,67,64,53,51,63
1775334774.332,steady,4275,61,56,51,67,65,56,54,66
1775334776.332,steady,4275,61,56,51,67,65,56,54,66
1775334778.332,steady,6975,62,54,51,67,65,55,54,66
1775334780.332,steady,6975,62,54,51,67,65,55,54,66
1775334782.333,steady,6975,62,54,51,67,65,55,54,66
1775334784.333,steady,6975,62,54,51,67,65,55,54,66
1775334786.333,steady,6975,62,54,51,67,65,55,54,66
1775334788.333,steady,7200,60,53,50,65,65,52,53,63
