timestamp,phase,gpu,gpu_model,power_w,temp_c,mem_used_mib,mem_total_mib,gpu_util_pct,mem_util_pct,sm_active,tensor_active,dram_active,fp16_active,pcie_tx_bytes_s,pcie_rx_bytes_s,nvlink_tx_bytes_s,nvlink_rx_bytes_s,throttle_reasons,energy_mj
1775008997.162,init,0,NVIDIA H100 80GB HBM3,71.2,33,3,81559,0,0,0.000000,0.000000,0.000005,0.000000,691817,660371,0,0,1,237285356251
1775008997.162,init,1,NVIDIA H100 80GB HBM3,121.4,32,531,81559,0,0,0.000000,0.000000,0.000006,0.000000,739111,629030,0,0,0,230695162043
1775008997.162,init,2,NVIDIA H100 80GB HBM3,116.8,32,531,81559,0,0,0.000000,0.000000,0.000005,0.000000,650005,555650,0,0,0,229784486778
1775008997.162,init,3,NVIDIA H100 80GB HBM3,117.3,34,531,81559,0,0,0.000000,0.000000,0.000005,0.000000,744358,545192,0,0,0,233976598391
1775008997.162,init,4,NVIDIA H100 80GB HBM3,110.3,35,531,81559,0,0,0.000000,0.000000,0.000006,0.000000,309275,440324,0,0,0,228999227351
1775008997.162,init,5,NVIDIA H100 80GB HBM3,122.3,32,531,81559,0,0,0.000000,0.000000,0.000006,0.000000,634274,534677,0,0,0,225503893423
1775008997.162,init,6,NVIDIA H100 80GB HBM3,119.3,35,531,81559,0,0,0.000000,0.000000,0.000006,0.000000,629036,529439,0,0,0,225527065799
1775008997.162,init,7,NVIDIA H100 80GB HBM3,119.4,32,531,81559,0,0,0.000000,0.000000,0.000006,0.000000,634276,539920,0,0,0,224410081711
1775008997.263,warmup,0,NVIDIA H100 80GB HBM3,71.2,33,3,81559,0,0,0.000000,0.000000,0.000005,0.000000,691819,586998,0,0,1,237285363389
1775008997.263,warmup,1,NVIDIA H100 80GB HBM3,121.2,32,531,81559,0,0,0.000000,0.000000,0.000005,0.000000,644761,545163,0,0,0,230695173928
1775008997.263,warmup,2,NVIDIA H100 80GB HBM3,116.5,32,531,81559,0,0,0.000000,0.000000,0.000006,0.000000,655257,550416,0,0,0,229784498191
1775008997.263,warmup,3,NVIDIA H100 80GB HBM3,117.3,34,531,81559,0,0,0.000000,0.000000,0.000005,0.000000,644795,545192,0,0,0,233976598391
1775008997.263,warmup,4,NVIDIA H100 80GB HBM3,114.4,35,531,81559,0,0,0.000000,0.000000,0.000005,0.000000,1428067,1125775,0,0,0,228999227351
1775008997.263,warmup,5,NVIDIA H100 80GB HBM3,121.8,32,531,81559,0,0,0.000000,0.000000,0.000005,0.000000,634280,529440,0,0,0,225503893423
1775008997.263,warmup,6,NVIDIA H100 80GB HBM3,118.9,35,531,81559,0,0,0.000000,0.000000,0.000006,0.000000,141533,62903,0,0,0,225527077454
1775008997.263,warmup,7,NVIDIA H100 80GB HBM3,119.4,32,531,81559,0,0,0.000000,0.000000,0.000005,0.000000,639521,534681,0,0,0,224410093459
1775008997.363,warmup,0,NVIDIA H100 80GB HBM3,71.2,33,3,81559,0,0,0.000000,0.000000,0.000005,0.000000,786142,686564,0,0,1,237285370476
1775008997.363,warmup,1,NVIDIA H100 80GB HBM3,120.8,32,531,81559,0,0,0.000000,0.000000,0.000005,0.000000,655243,555646,0,0,0,230695185819
1775008997.363,warmup,2,NVIDIA H100 80GB HBM3,116.0,32,531,81559,0,0,0.000000,0.000000,0.000006,0.000000,649995,550399,0,0,0,229784498191
1775008997.363,warmup,3,NVIDIA H100 80GB HBM3,117.3,34,531,81559,0,0,0.000000,0.000000,0.000006,0.000000,141528,68143,0,0,0,233976610109
1775008997.363,warmup,4,NVIDIA H100 80GB HBM3,119.1,35,531,81559,0,0,0.000000,0.000000,0.000006,0.000000,639547,539946,0,0,0,228999239452
1775008997.363,warmup,5,NVIDIA H100 80GB HBM3,121.4,32,531,81559,0,0,0.000000,0.000000,0.000005,0.000000,655249,550409,0,0,0,225503905424
1775008997.363,warmup,6,NVIDIA H100 80GB HBM3,118.5,35,531,81559,0,0,0.000000,0.000000,0.000005,0.000000,1037906,938309,0,0,0,225527089099
1775008997.363,warmup,7,NVIDIA H100 80GB HBM3,118.6,32,531,81559,0,0,0.000000,0.000000,0.000006,0.000000,875402,770563,0,0,0,224410105204
1775008997.463,warmup,0,NVIDIA H100 80GB HBM3,71.2,33,3,81559,0,0,0.000000,0.000000,0.000005,0.000000,833312,728493,0,0,1,237285377575
1775008997.463,warmup,1,NVIDIA H100 80GB HBM3,120.4,32,531,81559,0,0,0.000000,0.000000,0.000005,0.000000,650001,550404,0,0,0,230695209597
1775008997.463,warmup,2,NVIDIA H100 80GB HBM3,115.7,32,531,81559,0,0,0.000000,0.000000,0.000005,0.000000,917339,817743,0,0,0,229784521041
1775008997.463,warmup,3,NVIDIA H100 80GB HBM3,117.3,34,531,81559,0,0,0.000000,0.000000,0.000006,0.000000,1478225,1378629,0,0,0,233976621837
1775008997.463,warmup,4,NVIDIA H100 80GB HBM3,122.8,35,531,81559,0,0,0.000000,0.000000,0.000005,0.000000,629041,529443,0,0,0,228999251543
1775008997.463,warmup,5,NVIDIA H100 80GB HBM3,121.0,32,531,81559,0,0,0.000000,0.000000,0.000006,0.000000,634277,524195,0,0,0,225503929491
1775008997.463,warmup,6,NVIDIA H100 80GB HBM3,118.0,35,531,81559,0,0,0.000000,0.000000,0.000005,0.000000,644759,534678,0,0,0,225527100746
1775008997.463,warmup,7,NVIDIA H100 80GB HBM3,118.2,32,531,81559,0,0,0.000000,0.000000,0.000005,0.000000,639515,539918,0,0,0,224410116944
1775008997.563,warmup,0,NVIDIA H100 80GB HBM3,71.2,33,3,81559,0,0,0.000000,0.000000,0.000006,0.000000,718029,618448,0,0,1,237285377575
1775008997.563,warmup,1,NVIDIA H100 80GB HBM3,119.9,32,531,81559,0,0,0.000000,0.000000,0.000005,0.000000,728636,623796,0,0,0,230695209597
1775008997.563,warmup,2,NVIDIA H100 80GB HBM3,115.2,32,531,81559,0,0,0.000000,0.000000,0.000005,0.000000,676211,571372,0,0,0,229784521041
1775008997.563,warmup,3,NVIDIA H100 80GB HBM3,117.3,34,531,81559,0,0,0.000000,0.000000,0.000005,0.000000,650005,550407,0,0,0,233976633564
1775008997.563,warmup,4,NVIDIA H100 80GB HBM3,122.4,35,531,81559,0,0,0.000000,0.000000,0.000005,0.000000,644744,539907,0,0,0,228999263629
1775008997.563,warmup,5,NVIDIA H100 80GB HBM3,120.6,32,531,81559,0,0,0.000000,0.000000,0.000005,0.000000,456956,472104,0,0,0,225503941528
1775008997.563,warmup,6,NVIDIA H100 80GB HBM3,117.6,35,531,81559,0,0,0.000000,0.000000,0.000005,0.000000,634272,539918,0,0,0,225527112396
1775008997.563,warmup,7,NVIDIA H100 80GB HBM3,117.8,32,531,81559,0,0,0.000000,0.000000,0.000005,0.000000,634277,534679,0,0,0,224410128678
1775008997.663,warmup,0,NVIDIA H100 80GB HBM3,71.2,33,3,81559,0,0,0.000000,0.000000,0.000005,0.000000,697073,597491,0,0,1,237285384718
1775008997.663,warmup,1,NVIDIA H100 80GB HBM3,119.6,32,531,81559,0,0,0.000000,0.000000,0.000005,0.000000,141531,68144,0,0,0,230695221495
1775008997.663,warmup,2,NVIDIA H100 80GB HBM3,114.9,32,531,81559,0,0,0.000000,0.000000,0.000005,0.000000,644760,545163,0,0,0,229784532471
1775008997.663,warmup,3,NVIDIA H100 80GB HBM3,117.3,34,531,81559,0,0,0.000000,0.000000,0.000005,0.000000,655245,550405,0,0,0,233976645294
1775008997.663,warmup,4,NVIDIA H100 80GB HBM3,122.0,35,531,81559,0,0,0.000000,0.000000,0.000005,0.000000,770577,670978,0,0,0,228999275733
