timestamp,phase,gpu,gpu_model,power_w,temp_c,mem_used_mib,mem_total_mib,gpu_util_pct,mem_util_pct,sm_active,tensor_active,dram_active,fp16_active,pcie_tx_bytes_s,pcie_rx_bytes_s,nvlink_tx_bytes_s,nvlink_rx_bytes_s,throttle_reasons,energy_mj
1775008423.209,init,0,NVIDIA H100 80GB HBM3,71.1,33,3,81559,0,0,0.000000,0.000000,0.000005,0.000000,786156,686576,0,0,1,237053519798
1775008423.209,init,1,NVIDIA H100 80GB HBM3,121.4,32,531,81559,0,0,0.000000,0.000000,0.000006,0.000000,676202,576606,0,0,0,230461766680
1775008423.209,init,2,NVIDIA H100 80GB HBM3,109.4,32,531,81559,0,0,0.000000,0.000000,0.000006,0.000000,655242,555646,0,0,0,229551573003
1775008423.209,init,3,NVIDIA H100 80GB HBM3,121.1,33,531,81559,0,0,0.000000,0.000000,0.000006,0.000000,665711,560875,0,0,0,233741450534
1775008423.209,init,4,NVIDIA H100 80GB HBM3,122.1,35,531,81559,0,0,0.000000,0.000000,0.000005,0.000000,639542,534699,0,0,0,228763355068
1775008423.209,init,5,NVIDIA H100 80GB HBM3,124.7,33,531,81559,0,0,0.000000,0.000000,0.000006,0.000000,912100,807260,0,0,0,225269316219
1775008423.209,init,6,NVIDIA H100 80GB HBM3,116.0,34,531,81559,0,0,0.000000,0.000000,0.000006,0.000000,655241,555645,0,0,0,225292322625
1775008423.209,init,7,NVIDIA H100 80GB HBM3,118.0,31,531,81559,0,0,0.000000,0.000000,0.000006,0.000000,639512,534674,0,0,0,224176866374
1775008423.309,warmup,0,NVIDIA H100 80GB HBM3,71.1,33,3,81559,0,0,0.000000,0.000000,0.000005,0.000000,697052,592232,0,0,1,237053526912
1775008423.309,warmup,1,NVIDIA H100 80GB HBM3,121.0,32,531,81559,0,0,0.000000,0.000000,0.000005,0.000000,849200,749603,0,0,0,230461778602
1775008423.309,warmup,2,NVIDIA H100 80GB HBM3,113.0,32,531,81559,0,0,0.000000,0.000000,0.000005,0.000000,649998,550402,0,0,0,229551584426
1775008423.309,warmup,3,NVIDIA H100 80GB HBM3,120.6,33,531,81559,0,0,0.000000,0.000000,0.000006,0.000000,655242,555645,0,0,0,233741462428
1775008423.309,warmup,4,NVIDIA H100 80GB HBM3,123.3,35,531,81559,0,0,0.000000,0.000000,0.000006,0.000000,639504,539909,0,0,0,228763367211
1775008423.309,warmup,5,NVIDIA H100 80GB HBM3,124.3,33,531,81559,0,0,0.000000,0.000000,0.000005,0.000000,634275,539920,0,0,0,225269328462
1775008423.309,warmup,6,NVIDIA H100 80GB HBM3,116.0,34,531,81559,0,0,0.000000,0.000000,0.000006,0.000000,644759,539920,0,0,0,225292322625
1775008423.309,warmup,7,NVIDIA H100 80GB HBM3,118.0,31,531,81559,0,0,0.000000,0.000000,0.000005,0.000000,634275,534678,0,0,0,224176878169
1775008423.409,warmup,0,NVIDIA H100 80GB HBM3,71.1,33,3,81559,0,0,0.000000,0.000000,0.000005,0.000000,697065,597484,0,0,1,237053541134
1775008423.409,warmup,1,NVIDIA H100 80GB HBM3,120.6,32,531,81559,0,0,0.000000,0.000000,0.000005,0.000000,650008,545168,0,0,0,230461790523
1775008423.409,warmup,2,NVIDIA H100 80GB HBM3,116.0,32,531,81559,0,0,0.000000,0.000000,0.000005,0.000000,822862,719358,0,0,0,229551595842
1775008423.409,warmup,3,NVIDIA H100 80GB HBM3,120.3,33,531,81559,0,0,0.000000,0.000000,0.000006,0.000000,655242,555646,0,0,0,233741474332
1775008423.409,warmup,4,NVIDIA H100 80GB HBM3,123.0,35,531,81559,0,0,0.000000,0.000000,0.000005,0.000000,639521,539923,0,0,0,228763379354
1775008423.409,warmup,5,NVIDIA H100 80GB HBM3,123.9,33,531,81559,0,0,0.000000,0.000000,0.000006,0.000000,639520,534680,0,0,0,225269328462
1775008423.409,warmup,6,NVIDIA H100 80GB HBM3,116.0,34,531,81559,0,0,0.000000,0.000000,0.000006,0.000000,644759,539920,0,0,0,225292334222
